verse_ref,verse_key,source_range,source_percent,source_tr_only,source_kjv_only,kjv_text,tr_text,kjv_strongs_all,tr_strongs_all,tr_recall_filtered,kjv_precision_filtered,f1_filtered,jaccard_filtered,ordered_f1_filtered,alt_aware_f1_filtered,classification_number,classification,confidence,flags,conclusion_ru,source_links,proposed_correct_content
Acts.13.32,L4Z,"66,(6)%–<75%",66.67,"[{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2097""},{""count"":1,""strong"":""G2249""},{""count"":1,""strong"":""G5209""}]","And G2532 we G2249 declare G2097 unto you G5209 glad tidings, G2097 how that the promise G1860 which was made G1096 unto G4314 the fathers, G3962",καὶ G2532 ἡμεῖς G3165 ὑμᾶς G4771 εὐαγγελιζόμεθα G2097 τὴν G3588 πρὸς G4314 τοὺς G3588 πατέρας G3962 ἐπαγγελίαν G1860 γενομένην G1096,G2532 G2249 G2097 G5209 G2097 G1860 G1096 G4314 G3962,G2532 G3165 G4771 G2097 G3588 G4314 G3588 G3962 G1860 G1096,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.4444444444444444,0.46153846153846156,0.9230769230769231,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9231); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.14.15,L5Y,"66,(6)%–<75%",70.83,"[{""count"":1,""strong"":""G846""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""},{""count"":2,""strong"":""G3778""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2070""},{""count"":1,""strong"":""G2249""},{""count"":1,""strong"":""G5023""},{""count"":1,""strong"":""G5130""},{""count"":1,""strong"":""G5209""},{""count"":1,""strong"":""G5213""}]","And G2532 saying, G3004 Sirs, G435 why G5101 do ye G4160 these things? G5023 We G2249 also G2532 are G2070 men G444 of like passions G3663 with you, G5213 and preach G2097 unto you G5209 that ye should turn G1994 from G575 these G5130 vanities G3152 unto G1909 the living G2198 God, G2316 which G3739 made G4160 heaven, G3772 and G2532 earth, G1093 and G2532 the sea, G2281 and G2532 all things G3956 that are therein: G1722",καὶ G2532 λέγοντες G3004 ἄνδρες G435 τί G5101 ταῦτα G3778 ποιεῖτε G4160 καὶ G2532 ἡμεῖς G3165 ὁμοιοπαθεῖς G3663 ἐσμεν G1510 ὑμῖν G4771 ἄνθρωποι G444 εὐαγγελιζόμενοι G2097 ὑμᾶς G4771 ἀπὸ G575 τούτων G3778 τῶν G3588 ματαίων G3152 ἐπιστρέφειν G1994 ἐπὶ G1909 τὸν G3588 θεὸν G2316 τὸν G3588 ζῶντα G2198 ὃς G3739 ἐποίησεν G4160 τὸν G3588 οὐρανὸν G3772 καὶ G2532 τὴν G3588 γῆν G1093 καὶ G2532 τὴν G3588 θάλασσαν G2281 καὶ G2532 πάντα G3956 τὰ G3588 ἐν G1722 αὐτοῖς G846,G2532 G3004 G435 G5101 G4160 G5023 G2249 G2532 G2070 G444 G3663 G5213 G2097 G5209 G1994 G575 G5130 G3152 G1909 G2198 G2316 G3739 G4160 G3772 G2532 G1093 G2532 G2281 G2532 G3956 G1722,G2532 G3004 G435 G5101 G3778 G4160 G2532 G3165 G3663 G1510 G4771 G444 G2097 G4771 G575 G3778 G3588 G3152 G1994 G1909 G3588 G2316 G3588 G2198 G3739 G4160 G3588 G3772 G2532 G3588 G1093 G2532 G3588 G2281 G2532 G3956 G3588 G1722 G846,0.7083333333333334,0.7391304347826086,0.723404255319149,0.5666666666666667,0.5957446808510638,0.9787234042553191,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9787); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.15.25,L70,"66,(6)%–<75%",72.73,"[{""count"":2,""strong"":""G3165""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1586""},{""count"":1,""strong"":""G2254""},{""count"":1,""strong"":""G2257""},{""count"":1,""strong"":""G5209""}]","It seemed good G1380 unto us, G2254 being assembled G1096 with one accord, G3661 to send G3992 chosen G1586 men G435 unto G4314 you G5209 with G4862 our G2257 beloved G27 Barnabas G921 and G2532 Paul, G3972",ἔδοξεν G1380 ἡμῖν G3165 γενομένοις G1096 ὁμοθυμαδὸν G3661 ἄνδρας G435 πέμψαι G3992 πρὸς G4314 ὑμᾶς G4771 σὺν G4862 τοῖς G3588 ἀγαπητοῖς G27 ἡμῶν G3165 Βαρναβᾷ G921 καὶ G2532 Παύλῳ G3972,G1380 G2254 G1096 G3661 G3992 G1586 G435 G4314 G5209 G4862 G2257 G27 G921 G2532 G3972,G1380 G3165 G1096 G3661 G435 G3992 G4314 G4771 G4862 G3588 G27 G3165 G921 G2532 G3972,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.5333333333333333,0.6086956521739131,0.9565217391304348,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9565); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.16.11,L7R,"66,(6)%–<75%",71.43,"[{""count"":1,""strong"":""G3501""},{""count"":1,""strong"":""G4172""}]","[{""count"":1,""strong"":""G3496""}]","Therefore G3767 loosing G321 from G575 Troas, G5174 we came with a straight course G2113 to G1519 Samothracia, G4543 and G5037 the next G1966 day to G1519 Neapolis; G3496",Ἀναχθέντες G321 ἀπὸ G575 τῆς G3588 Τρῳάδος G5174 εὐθυδρομήσαμεν G2113 εἰς G1519 Σαμοθρᾴκην G4543 τῇ G3588 ἐπιούσῃ G1966 εἰς G1519 Νέαν G3501 πόλιν G4172,G3767 G321 G575 G5174 G2113 G1519 G4543 G5037 G1966 G1519 G3496,G321 G575 G3588 G5174 G2113 G1519 G4543 G3588 G1966 G1519 G3501 G4172,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.625,0.7692307692307693,0.7692307692307693,8,Ожидаемое переводческое или лингвистическое различие,medium,,"Тексты и индекс подтверждены несколькими корпусами. Оставшееся расхождение совместимо с переводческим выравниванием: один греческий токен может соответствовать фразе KJV, а KJV Strong может кодировать форму или переводческое соответствие.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.17.20,L94,"66,(6)%–<75%",66.67,"[{""count"":1,""strong"":""G1511""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G3778""}]","[{""count"":1,""strong"":""G2257""},{""count"":1,""strong"":""G2309""},{""count"":1,""strong"":""G5023""},{""count"":1,""strong"":""G5101""}]",For G1063 thou bringest G1533 certain G5100 strange G3579 things to G1519 our G2257 ears: G189 we would G1014 know G1097 therefore G3767 what G5101 these things G5023 mean. G2309,ξενίζοντα G3579 γάρ G1063 τινα G5100 εἰσφέρεις G1533 εἰς G1519 τὰς G3588 ἀκοὰς G189 ἡμῶν G3165 βουλόμεθα G1014 οὖν G3767 γνῶναι G1097 ἂν G302 ταῦτα G3778 εἶναι G1511,G1063 G1533 G5100 G3579 G1519 G2257 G189 G1014 G1097 G3767 G5101 G5023 G2309,G3579 G1063 G5100 G1533 G1519 G3588 G189 G3165 G1014 G3767 G1097 G302 G3778 G1511,0.6666666666666666,0.6,0.631578947368421,0.46153846153846156,0.42105263157894735,0.8421052631578947,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8421); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.17.28,L9C,"66,(6)%–<75%",72.73,"[{""count"":2,""strong"":""G1510""},{""count"":1,""strong"":""G4771""}]","[{""count"":2,""strong"":""G2070""},{""count"":1,""strong"":""G5209""}]","For G1063 in G1722 him G846 we live, G2198 and G2532 move, G2795 and G2532 have our being; G2070 as G5613 certain G5100 also G2532 of G2596 your own G5209 poets G4163 have said, G2046 For G1063 we are G2070 also G2532 his offspring. G1085",ἐν G1722 αὐτῷ G846 γὰρ G1063 ζῶμεν G2198 καὶ G2532 κινούμεθα G2795 καὶ G2532 ἐσμέν G1510 ὡς G5613 καί G2532 τινες G5100 τῶν G3588 καθ᾽ G2596 ὑμᾶς G4771 ποιητῶν G4163 εἰρήκασιν G2046 τοῦ G3588 γὰρ G1063 καὶ G2532 γένος G1085 ἐσμέν G1510,G1063 G1722 G846 G2198 G2532 G2795 G2532 G2070 G5613 G5100 G2532 G2596 G5209 G4163 G2046 G1063 G2070 G2532 G1085,G1722 G846 G1063 G2198 G2532 G2795 G2532 G1510 G5613 G2532 G5100 G3588 G2596 G4771 G4163 G2046 G3588 G1063 G2532 G1085 G1510,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5714285714285714,0.7272727272727273,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.18.15,L9X,"66,(6)%–<75%",69.23,"[{""count"":1,""strong"":""G846""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3778""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2076""},{""count"":1,""strong"":""G2213""},{""count"":1,""strong"":""G5130""},{""count"":1,""strong"":""G5209""}]","But G1161 if G1487 it be G2076 a question G2213 of G4012 words G3056 and G2532 names, G3686 and G2532 of your G5209 law, G3551 look ye G3700 to it; for G1063 I G1473 will G1014 be G1511 no G3756 judge G2923 of such G5130 matters.",εἰ G1487 δὲ G1161 ἐστιν G1510 περὶ G4012 λόγου G3056 καὶ G2532 ὀνομάτων G3686 καὶ G2532 νόμου G3551 τοῦ G3588 καθ᾽ G2596 ὑμᾶς G4771 ὄψεσθε G3700 αὐτοί G846 κριτὴς G2923 γὰρ G1063 ἐγὼ G1473 τούτων G3778 οὐ G3756 βούλομαι G1014 εἶναι G1511,G1161 G1487 G2076 G2213 G4012 G3056 G2532 G3686 G2532 G5209 G3551 G3700 G1063 G1473 G1014 G1511 G3756 G2923 G5130,G1487 G1161 G1510 G4012 G3056 G2532 G3686 G2532 G3551 G3588 G2596 G4771 G3700 G846 G2923 G1063 G1473 G3778 G3756 G1014 G1511,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.5294117647058824,0.5384615384615384,0.9230769230769231,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9231); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.20.34,LCD,"66,(6)%–<75%",66.67,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""}]","[{""count"":1,""strong"":""G1097""},{""count"":1,""strong"":""G1700""},{""count"":1,""strong"":""G3450""},{""count"":1,""strong"":""G5607""}]","Yea, G1161 ye G1097 yourselves G846 know, G1097 that G3754 these G3778 hands G5495 have ministered G5256 unto my G3450 necessities, G5532 and G2532 to them G3588 that were G5607 with G3326 me. G1700",αὐτοὶ G846 δὲ G1161 γινώσκετε G1097 ὅτι G3754 ταῖς G3588 χρείαις G5532 μου G3165 καὶ G2532 τοῖς G3588 οὖσιν G1510 μετ᾽ G3326 ἐμοῦ G1473 ὑπηρέτησαν G5256 αἱ G3588 χεῖρες G5495 αὗται G3778,G1161 G1097 G846 G1097 G3754 G3778 G5495 G5256 G3450 G5532 G2532 G3588 G5607 G3326 G1700,G846 G1161 G1097 G3754 G3588 G5532 G3165 G2532 G3588 G1510 G3326 G1473 G5256 G3588 G5495 G3778,0.6666666666666666,0.6,0.631578947368421,0.46153846153846156,0.3157894736842105,0.9473684210526315,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9474); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.21.9,LCQ,"66,(6)%–<75%",66.67,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3778""}]","[{""count"":1,""strong"":""G2258""},{""count"":1,""strong"":""G5129""}]","And G1161 the same man G5129 had G2258 four G5064 daughters, G2364 virgins, G3933 which did prophesy. G4395",τούτῳ G3778 δὲ G1161 ἦσαν G1510 θυγατέρες G2364 τέσσαρες G5064 παρθένοι G3933 προφητεύουσαι G4395,G1161 G5129 G2258 G5064 G2364 G3933 G4395,G3778 G1161 G1510 G2364 G5064 G3933 G4395,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.21.17,LCY,"66,(6)%–<75%",66.67,"[{""count"":2,""strong"":""G3165""}]","[{""count"":1,""strong"":""G1209""},{""count"":1,""strong"":""G2248""},{""count"":1,""strong"":""G2257""}]","And G1161 when we G2257 were come G1096 to G1519 Jerusalem, G2414 the brethren G80 received G1209 us G2248 gladly. G780",Γενομένων G1096 δὲ G1161 ἡμῶν G3165 εἰς G1519 Ἱεροσόλυμα G2414 ἀσμένως G780 ἡμᾶς G3165 οἱ G3588 ἀδελφοί G80,G1161 G2257 G1096 G1519 G2414 G80 G1209 G2248 G780,G1096 G1161 G3165 G1519 G2414 G780 G3165 G3588 G80,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.4444444444444444,0.46153846153846156,0.9230769230769231,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9231); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.21.23,LD4,"66,(6)%–<75%",66.67,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G3778""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1526""},{""count"":1,""strong"":""G2254""},{""count"":1,""strong"":""G4671""},{""count"":1,""strong"":""G5124""}]",Do G4160 therefore G3767 this G5124 that we say G3004 to thee: G4671 We G2254 have G1526 four G5064 men G435 which G3739 have G2192 a vow G2171 on G1909 them; G1438,τοῦτο G3778 οὖν G3767 ποίησον G4160 ὅ G3739 σοι G4771 λέγομεν G3004 εἰσὶν G1510 ἡμῖν G3165 ἄνδρες G435 τέσσαρες G5064 εὐχὴν G2171 ἔχοντες G2192 ἐφ᾽ G1909 ἑαυτῶν G1438,G4160 G3767 G5124 G3004 G4671 G2254 G1526 G5064 G435 G3739 G2192 G2171 G1909 G1438,G3778 G3767 G4160 G3739 G4771 G3004 G1510 G3165 G435 G5064 G2171 G2192 G1909 G1438,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.4166666666666667,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.22.1,LDM,"66,(6)%–<75%",71.43,"[{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G3450""},{""count"":1,""strong"":""G3568""},{""count"":1,""strong"":""G5209""}]","Men, G435 brethren, G80 and G2532 fathers, G3962 hear ye G191 my G3450 defence G627 which I make now G3568 unto G4314 you. G5209",Ἄνδρες G435 ἀδελφοὶ G80 καὶ G2532 πατέρες G3962 ἀκούσατέ G191 μου G3165 τῆς G3588 πρὸς G4314 ὑμᾶς G4771 ἀπολογίας G627,G435 G80 G2532 G3962 G191 G3450 G627 G3568 G4314 G5209,G435 G80 G2532 G3962 G191 G3165 G3588 G4314 G4771 G627,0.7142857142857143,0.625,0.6666666666666666,0.5,0.6666666666666666,0.9333333333333333,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9333); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.22.9,LDU,"66,(6)%–<75%",72.73,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""}]","[{""count"":1,""strong"":""G1698""},{""count"":1,""strong"":""G3427""},{""count"":1,""strong"":""G5607""}]","And G1161 they G3588 that were G5607 with G4862 me G1698 saw G2300 indeed G3303 the light, G5457 and G2532 were G1096 afraid; G1719 but G1161 they heard G191 not G3756 the voice G5456 of him G3588 that spake G2980 to me. G3427",οἱ G3588 δὲ G1161 σὺν G4862 ἐμοὶ G1473 ὄντες G1510 τὸ G3588 μὲν G3303 φῶς G5457 ἐθεάσαντο G2300 καὶ G2532 ἔμφοβοι G1719 ἐγένοντο G1096 τὴν G3588 δὲ G1161 φωνὴν G5456 οὐκ G3756 ἤκουσαν G191 τοῦ G3588 λαλοῦντός G2980 μοι G3165,G1161 G3588 G5607 G4862 G1698 G2300 G3303 G5457 G2532 G1096 G1719 G1161 G191 G3756 G5456 G3588 G2980 G3427,G3588 G1161 G4862 G1473 G1510 G3588 G3303 G5457 G2300 G2532 G1719 G1096 G3588 G1161 G5456 G3756 G191 G3588 G2980 G3165,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5714285714285714,0.36363636363636365,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.23.30,LF9,"66,(6)%–<75%",68.75,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G3195""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2071""},{""count"":1,""strong"":""G3427""},{""count"":1,""strong"":""G4571""},{""count"":1,""strong"":""G4675""}]","And G1161 when it was told G3377 me G3427 how G5259 that G2071 the Jews G2453 laid wait G1917 for G1519 the man, G435 I sent G3992 straightway G1824 to G4314 thee, G4571 and gave commandment G3853 to his accusers G2725 also G2532 to say G3004 before G1909 thee G4675 what G3588 they had against G4314 him. G846 Farewell. G4517",μηνυθείσης G3377 δέ G1161 μοι G3165 ἐπιβουλῆς G1917 εἰς G1519 τὸν G3588 ἄνδρα G435 μέλλειν G3195 ἔσεσθαι G1510 ὑπὸ G5259 τῶν G3588 Ἰουδαίων G2453 ἐξαυτῆς G1824 ἔπεμψα G3992 πρὸς G4314 σὲ G4771 παραγγείλας G3853 καὶ G2532 τοῖς G3588 κατηγόροις G2725 λέγειν G3004 τὰ G3588 πρὸς G4314 αὐτὸν G846 ἐπὶ G1909 σοῦ G4771 ἔρρωσο G4517,G1161 G3377 G3427 G5259 G2071 G2453 G1917 G1519 G435 G3992 G1824 G4314 G4571 G3853 G2725 G2532 G3004 G1909 G4675 G3588 G4314 G846 G4517,G3377 G1161 G3165 G1917 G1519 G3588 G435 G3195 G1510 G5259 G3588 G2453 G1824 G3992 G4314 G4771 G3853 G2532 G3588 G2725 G3004 G3588 G4314 G846 G1909 G4771 G4517,0.6875,0.7333333333333333,0.7096774193548387,0.55,0.5806451612903226,0.9032258064516129,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9032); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.24.2,LFG,"66,(6)%–<75%",73.33,"[{""count"":1,""strong"":""G757""},{""count"":1,""strong"":""G3778""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G756""},{""count"":1,""strong"":""G2735""},{""count"":1,""strong"":""G4674""},{""count"":1,""strong"":""G4675""},{""count"":1,""strong"":""G5129""}]","And G1161 when he G846 was called forth, G2564 Tertullus G5061 began G756 to accuse G2723 him, saying, G3004 Seeing that by G1223 thee G4675 we enjoy G5177 great G4183 quietness, G1515 and that G2532 very worthy deeds G2735 are done G1096 unto this G5129 nation G1484 by G1223 thy G4674 providence, G4307",κληθέντος G2564 δὲ G1161 αὐτοῦ G846 ἤρξατο G757 κατηγορεῖν G2723 ὁ G3588 Τέρτυλλος G5061 λέγων G3004 πολλῆς G4183 εἰρήνης G1515 τυγχάνοντες G5177 διὰ G1223 σοῦ G4771 καὶ G2532 γινομένων G1096 τῷ G3588 ἔθνει G1484 τούτῳ G3778 διὰ G1223 τῆς G3588 σῆς G4771 προνοίας G4307,G1161 G846 G2564 G5061 G756 G2723 G3004 G1223 G4675 G5177 G4183 G1515 G2532 G2735 G1096 G5129 G1484 G1223 G4674 G4307,G2564 G1161 G846 G757 G2723 G3588 G5061 G3004 G4183 G1515 G5177 G1223 G4771 G2532 G1096 G3588 G1484 G3778 G1223 G3588 G4771 G4307,0.7333333333333333,0.6875,0.7096774193548387,0.55,0.5161290322580645,0.967741935483871,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9677); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.24.19,LFX,"66,(6)%–<75%",71.43,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1163""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G4675""}]","Who G3739 ought G1163 to have been here G3918 before G1909 thee, G4675 and G2532 object, G2723 if G1487 they had G2192 ought G5100 against G4314 me. G3165",οὓς G3739 ἐπὶ G1909 σοῦ G4771 παρεῖναι G3918 καὶ G2532 κατηγορεῖν G2723 εἴ G1487 τι G5100 ἔχοιεν G2192 πρὸς G4314 ἐμέ G1473,G3739 G1163 G3918 G1909 G4675 G2532 G2723 G1487 G2192 G5100 G4314 G3165,G3739 G1909 G4771 G3918 G2532 G2723 G1487 G5100 G2192 G4314 G1473,0.7142857142857143,0.625,0.6666666666666666,0.5,0.5333333333333333,0.9333333333333333,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9333); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
